timepoint,channel,mean_intensity,median_intensity,max_intensity,std_intensity,nonzero_pixels
67,1,1633.7598454157512,2173.0,17188,943.3875371383016,4718592
67,2,957.110651810964,1204.0,12140,571.0087193745728,4718592
68,0,605.3345019022623,727.0,11021,401.82881673026736,4718592
68,1,1634.1902782122295,2174.0,7145,943.6155841411531,4718592
68,2,955.1437611579895,1204.0,8523,569.3963786098033,4718592
69,0,609.5540928840637,728.0,15688,407.7168907670176,4718592
69,1,1633.678975423177,2173.0,17156,943.3951974256327,4718592
69,2,956.9476817448934,1204.0,16188,571.1838400003124,4718592
70,0,609.6699857711792,728.0,15688,407.0472005319017,4718592
70,1,1634.162733078003,2174.0,17186,943.6467716699568,4718592
70,2,956.9728104273478,1204.0,10087,571.0397981522734,4718592
71,0,608.8244299888611,728.0,15688,405.2743160479986,4718592
71,1,1633.7839260101318,2173.0,15756,943.4549044235519,4718592
71,2,957.3131257692972,1204.0,7832,571.1053059080023,4718592
72,0,609.2083822886149,728.0,15688,406.133768752129,4718592
72,1,1634.0733675956726,2174.0,16854,943.5895360313067,4718592
72,2,956.958936214447,1204.0,16188,571.0190714531311,4718592
73,0,608.7794556617737,727.0,13639,405.88665129782737,4718592
73,1,1634.2234106063843,2174.0,8471,943.6379805527857,4718592
73,2,956.8439876238505,1204.0,9445,570.8276651519393,4718592
74,0,608.8029511769613,728.0,13876,405.8864763456319,4718592
74,1,1634.333504041036,2174.0,8656,943.7088799852793,4718592
74,2,956.4283175468445,1203.0,11217,570.593790804055,4718592
75,0,608.9157648086548,728.0,15688,405.0284653931915,4718592
75,1,1634.2557001113892,2174.0,15466,943.6900797219089,4718592
75,2,956.5541834831238,1204.0,8007,570.577527955009,4718592
76,0,607.7443857192993,727.0,15688,401.01415334187965,4718592
76,1,1633.702103773753,2173.0,9222,943.3409210558949,4718592
76,2,956.1612215042114,1203.0,8600,570.1721630476576,4718592
77,0,608.130644162496,728.0,15688,400.9199533473983,4718592
77,1,1633.690774122874,2173.0,17188,943.374028432443,4718592
77,2,955.690729935964,1203.0,11696,569.8162968885513,4718592
78,0,607.276067574819,727.0,15688,399.2789822066093,4718592
78,1,1634.0167895952861,2174.0,17188,943.5549103653004,4718592
